,0
0,0.43100000000000005
1,0.5784999999999999
2,0.6519999999999999
3,0.7354999999999999
4,0.7674999999999998
5,0.774
6,0.793
7,0.7809999999999999
8,0.7830000000000001
9,0.7765000000000001
10,0.7695
11,0.7865
12,0.762
13,0.9625
14,0.7695000000000001
15,0.966
16,0.7689999999999999
17,0.7775
18,0.757
19,0.777
20,0.968
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,1.0
31,1.0
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,1.0
