,0
0,0.066
1,0.12250000000000001
2,0.0975
3,0.10300000000000001
4,0.1145
5,0.098
6,0.0955
7,0.10350000000000001
8,0.1115
9,0.10149999999999997
10,0.1025
11,0.1055
12,0.10899999999999999
13,0.089
14,0.11000000000000001
15,0.086
16,0.096
17,0.091
18,0.098
19,0.10400000000000001
20,0.086
21,0.038
22,0.005
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
