,0
0,0.4246600000000001
1,0.6010350000000001
2,0.6587149999999999
3,0.7375950000000001
4,0.7622450000000002
5,0.7732399999999999
6,0.77302
7,0.7718999999999999
8,0.7709449999999999
9,0.7712000000000001
10,0.77091
11,0.771595
12,0.7721750000000001
13,0.9643900000000001
14,0.773275
15,0.9631450000000001
16,0.77308
17,0.77312
18,0.772825
19,0.77112
20,0.96379
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,1.0
31,1.0
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,1.0
